time,drivingEndBearingTemp-I,drivingEndBearingTemp-II,nonDrivingEndBearingTemp-I,nonDrivingEndBearingTemp-II
16:52:05,37,38.4,38.4,37
16:52:18,37.1,38.5,38.5,37.1
16:53:06,37.3,39,38.9,37.3
16:54:07,37.6,39.5,39.4,37.6
16:55:07,37.9,40,39.9,37.9
16:56:08,38.2,40.3,40.3,38.2
16:57:08,38.5,40.6,40.5,38.5
16:58:09,38.7,40.8,40.7,38.7
16:59:09,39,41,40.9,39
17:00:10,39.2,41.1,41.1,39.2
17:01:10,39.4,41.2,41.2,39.4
17:02:10,39.6,41.3,41.3,39.6
17:03:11,39.8,41.4,41.3,39.8
17:04:11,40,41.5,41.4,40
17:05:11,40.1,41.5,41.5,40.2
17:06:12,40.3,41.6,41.5,40.3
17:07:12,40.4,41.6,41.6,40.4
17:08:12,40.5,41.7,41.6,40.6
17:09:13,40.7,41.8,41.7,40.7
17:10:13,40.8,41.8,41.7,40.8
17:11:13,40.9,41.9,41.8,40.9
17:12:14,41,41.9,41.9,41
17:13:14,41.1,42,41.9,41.1
17:14:14,41.2,42.1,42,41.2
17:15:15,41.3,42.3,42.2,41.3
17:16:15,41.3,42.5,42.4,41.4
17:17:15,41.4,42.6,42.5,41.4
17:18:16,41.5,42.7,42.6,41.5
17:19:16,41.6,42.7,42.7,41.6
17:20:17,41.6,42.8,42.8,41.7
17:21:17,41.7,42.9,42.8,41.7
17:22:18,41.7,42.9,42.9,41.8
17:23:18,41.8,43,42.9,41.8
17:24:18,41.8,43.1,43,41.8
17:25:19,41.8,43.1,43,41.9
17:26:19,41.9,43.1,43.1,41.9
17:27:19,41.9,43.1,43.1,41.9
17:28:20,41.9,43,43,42
17:29:20,41.9,42.9,42.9,42
17:30:21,41.9,42.7,42.7,42
17:31:21,42,42.6,42.6,42
17:32:21,41.9,42.6,42.6,41.9
17:33:22,41.8,42.6,42.6,41.8
17:34:22,41.7,42.7,42.7,41.7
17:35:22,41.7,42.8,42.7,41.7
17:36:23,41.6,42.9,42.8,41.7
17:37:24,41.7,42.9,42.9,41.7
17:38:26,41.7,43,42.9,41.7
17:39:28,41.7,43,43,41.8
17:40:31,41.8,43.1,43.1,41.8
17:41:33,41.8,43.2,43.1,41.9
17:42:36,41.8,43.2,43.2,41.9
17:43:36,41.9,43.3,43.3,42
17:44:36,42,43.3,43.3,42
17:45:36,42,43.4,43.3,42.1
17:46:37,42.1,43.5,43.4,42.1
17:47:37,42.1,43.5,43.5,42.1
17:48:38,42.1,43.5,43.5,42.1
17:49:38,42.2,43.6,43.6,42.2
17:50:38,42.2,43.6,43.6,42.2
17:51:38,42.2,43.7,43.7,42.2
17:52:39,42.2,43.7,43.7,42.3
17:53:39,42.3,43.8,43.7,42.3
17:54:39,42.3,43.9,43.8,42.3
17:55:40,42.3,43.9,43.9,42.3
17:56:40,42.3,43.9,43.9,42.3
17:57:40,42.4,44,44,42.4
17:58:41,42.4,44.1,44,42.4
17:59:41,42.4,44.2,44.1,42.4
18:00:41,42.4,44.2,44.2,42.4
18:01:42,42.4,44.3,44.3,42.4
18:02:42,42.4,44.4,44.3,42.4
18:03:41,42.4,44.4,44.4,42.4
